2:29	670	670	670	670	670	670	715	745	790	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:30	655	655	655	655	655	655	700	730	775	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:31	640	640	640	640	640	640	685	715	760	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:32	625	625	625	625	625	625	670	700	745	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:33	610	610	610	610	610	610	655	685	730	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:34	595	595	595	595	595	595	640	670	715	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:35	580	580	580	580	580	580	625	655	700	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:36	565	565	565	565	565	565	610	640	685	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:37	550	550	550	550	550	550	595	625	670	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:38	535	535	535	535	535	535	580	610	655	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:39	520	520	520	520	520	520	565	595	640	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:40	505	505	505	505	505	505	550	580	625	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:41	490	490	490	490	490	490	535	565	610	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:42	475	475	475	475	475	475	520	550	595	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:43	460	460	460	460	460	460	505	535	580	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:44	445	445	445	445	445	445	490	520	565	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:45	430	430	430	430	430	430	475	505	550	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:46	415	415	415	415	415	415	460	490	535	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:47	400	400	400	400	400	400	445	475	520	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:48	385	385	385	385	385	385	430	460	505	535	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:49	370	370	370	370	370	370	415	445	490	520	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:50	355	355	355	355	355	355	400	430	475	505	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:51	340	340	340	340	340	340	385	415	460	490	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:52	325	325	325	325	325	325	370	400	445	475	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:53	310	310	310	310	310	310	355	385	430	460	535	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:54	295	295	295	295	295	295	340	370	415	445	520	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:55	280	280	280	280	280	280	325	355	400	430	505	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:56	265	265	265	265	265	265	310	340	385	415	490	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:57	250	250	250	250	250	250	295	325	370	400	475	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000	1000
2:58	235	235	235	235	235	235	280	310	355	385	460	535	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000	1000
2:59	220	220	220	220	220	220	265	295	340	370	445	520	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000	1000
3:00	205	205	205	205	205	205	250	280	325	355	430	505	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000	1000
3:01	190	190	190	190	190	190	235	265	310	340	415	490	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000	1000
3:02	175	175	175	175	175	175	220	250	295	325	400	475	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000	1000
3:03	160	160	160	160	160	160	205	235	280	310	385	460	535	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000	1000
3:04	145	145	145	145	145	145	190	220	265	295	370	445	520	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000	1000
3:05	130	130	130	130	130	130	175	205	250	280	355	430	505	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000	1000
3:06	115	115	115	115	115	115	160	190	235	265	340	415	490	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000	1000
3:07	100	100	100	100	100	100	145	175	220	250	325	400	475	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000	1000
3:08	85	85	85	85	85	85	130	160	205	235	310	385	460	535	610	685	760	835	910	985	1000	1000	1000	1000	1000	1000
3:09	70	70	70	70	70	70	115	145	190	220	295	370	445	520	595	670	745	820	895	970	1000	1000	1000	1000	1000	1000
3:10	55	55	55	55	55	55	100	130	175	205	280	355	430	505	580	655	730	805	880	955	1000	1000	1000	1000	1000	1000
3:11	40	40	40	40	40	40	85	115	160	190	265	340	415	490	565	640	715	790	865	940	1000	1000	1000	1000	1000	1000
3:12	25	25	25	25	25	25	70	100	145	175	250	325	400	475	550	625	700	775	850	925	1000	1000	1000	1000	1000	1000
3:13	10	10	10	10	10	10	55	85	130	160	235	310	385	460	535	610	685	760	835	910	985	985	985	985	985	985
3:14	0	0	0	0	0	0	40	70	115	145	220	295	370	445	520	595	670	745	820	895	970	970	970	970	970	970
3:15	0	0	0	0	0	0	25	55	100	130	205	280	355	430	505	580	655	730	805	880	955	955	955	955	955	955
3:16	0	0	0	0	0	0	10	40	85	115	190	265	340	415	490	565	640	715	790	865	940	940	940	940	940	940
3:17	0	0	0	0	0	0	0	25	70	100	175	250	325	400	475	550	625	700	775	850	925	925	925	925	925	925
3:18	0	0	0	0	0	0	0	10	55	85	160	235	310	385	460	535	610	685	760	835	910	910	910	910	910	910
3:19	0	0	0	0	0	0	0	0	40	70	145	220	295	370	445	520	595	670	745	820	895	895	895	895	895	895
3:20	0	0	0	0	0	0	0	0	25	55	130	205	280	355	430	505	580	655	730	805	880	880	880	880	880	880
3:21	0	0	0	0	0	0	0	0	10	40	115	190	265	340	415	490	565	640	715	790	865	865	865	865	865	865
3:22	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	550	625	700	775	850	850	850	850	850	850
3:23	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	535	610	685	760	835	835	835	835	835	835
3:24	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	520	595	670	745	820	820	820	820	820	820
3:25	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	505	580	655	730	805	805	805	805	805	805
3:26	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	490	565	640	715	790	790	790	790	790	790
3:27	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	550	625	700	775	775	775	775	775	775
3:28	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	535	610	685	760	760	760	760	760	760
3:29	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	520	595	670	745	745	745	745	745	745
3:30	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	505	580	655	730	730	730	730	730	730
3:31	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	490	565	640	715	715	715	715	715	715
3:32	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	550	625	700	700	700	700	700	700
3:33	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	535	610	685	685	685	685	685	685
3:34	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	520	595	670	670	670	670	670	670
3:35	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	505	580	655	655	655	655	655	655
3:36	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	490	565	640	640	640	640	640	640
3:37	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	550	625	625	625	625	625	625
3:38	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	535	610	610	610	610	610	610
3:39	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	520	595	595	595	595	595	595
3:40	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	505	580	580	580	580	580	580
3:41	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	490	565	565	565	565	565	565
3:42	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	550	550	550	550	550	550
3:43	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	535	535	535	535	535	535
3:44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	520	520	520	520	520	520
3:45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	505	505	505	505	505	505
3:46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	490	490	490	490	490	490
3:47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	475	475	475	475	475	475
3:48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	460	460	460	460	460	460
3:49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	445	445	445	445	445	445
3:50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	430	430	430	430	430	430
3:51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	415	415	415	415	415	415
3:52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	400	400	400	400	400	400
3:53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	385	385	385	385	385	385
3:54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	370	370	370	370	370	370
3:55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	355	355	355	355	355	355
3:56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	340	340	340	340	340	340
3:57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	325	325	325	325	325	325
3:58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	310	310	310	310	310	310
3:59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	295	295	295	295	295	295
4:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	280	280	280	280	280	280
4:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	265	265	265	265	265	265
4:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	250	250	250	250	250	250
4:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	235	235	235	235	235	235
4:04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	220	220	220	220	220	220
4:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	205	205	205	205	205	205
4:06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	190	190	190	190	190	190
4:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	175	175	175	175	175	175
4:08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	160	160	160	160	160	160
4:09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	145	145	145	145	145
4:10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	130	130	130	130	130	130
4:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	115	115	115	115	115
4:12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	100	100	100	100	100	100
4:13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	85	85	85	85	85	85
4:14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	70	70	70	70	70
4:15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	55	55	55	55	55
4:16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	40
4:17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	25	25	25
4:18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10
